school_name,country,oversea_course,oversea_code,ust_course,ust_code,credit,ref
BI Norwegian Business School,Norway,Databases,EBA3420,Computer Science Track Course,COMPS&D,3,B033816-03
Boston College,United States,Topics in Computer Science: Introduction to Network Science,CSCI3390,Computer Science Track Course,COMPA&T,3,B034352-02
Boston College,United States,Topics in Data Science: Computational Modelling of Contagion and Epidemics,CSCI3391,Computer Science Track Course,COMPA&T,3,B039668-02
Boston College,United States,Topics in Parallel Computing: Parallel Algorithms and GPU Computing,CSCI3396,Parallel Programming,COMP5112,3,B034386-01
Case Western Reserve University,United States,Introduction to Programming with Java,EECS132,Introduction to Computing with Java,COMP1022P,3,B035792-01
Chalmers University of Technology,Sweden,Computer Architecture,DAT105,Design and Analysis of Computer Architectures,COMP4611,3,B040080-01
Chalmers University of Technology,Sweden,Scientific Visualization,MVE080,Computer Science Track Course,COMPG&M,3,B040079-02
Chungbuk National University,"Korea, Republic of",Cultivating Computational Thinking,0914001,Introduction to Computer Science,COMP1021,3,B036042-01
City University of Hong Kong,"Hong Kong SAR, China",Microcomputer Systems,EE2004,Computer Organization,COMP2611,4,B036194-01
Columbia University in the City of New York,United States,Computability and Models of Computation,CS3261,Theory of Computation,COMP3721,3,B032999-01
Columbia University in the City of New York,United States,Introduction to Databases,COMS4111,Database Management Systems,COMP3311,3,B036366-01
Columbia University in the City of New York,United States,Machine Learning,COMS4771,Machine Learning,COMP4211,3,B034831-01
Columbia University in the City of New York,United States,Operating Systems I,COMS4118,Operating Systems,COMP3511,3,B035531-01
Cornell University,United States,Autonomous Mobile Robots,MAE4180/CS3758/ECE47,Perception and Information Processing for Robotics,COMP5223,3,B035679-01
Cornell University,United States,Discrete Structures,CS2800,Discrete Mathematical Tools for Computer Science,COMP2711,4,B008046-02
Cornell University,United States,Fundamentals of Machine Learning,ECE4200,Machine Learning,COMP4211,3,B035026-01
Cornell University,United States,Introduction to Computing using Python,CS1110,Introduction to Computer Science,COMP1021,3,B010690-02
Czech Technical University in Prague,Czech Republic,Computer and Communication Networks,BE5B32PKS,Computer Communication Networks I,COMP4621,3,B033727-01
Czech Technical University in Prague,Czech Republic,Effective C++ Programming,NIE-EPC,Computer Science Track Course,COMPS&D,3,B039101-02
Czech Technical University in Prague,Czech Republic,Network Operating Systems,BE6B32SOS,Computer Science Track Course,COMPS&N,3,B033729-02
Czech Technical University in Prague,Czech Republic,Network Technology 1,BIEST1,Computer Science Track Course,COMPS&N,2,B033728-01
Delft University of Technology,Netherlands,Big Data Processing,CSE2520,Big Data Mining and Management,COMP4332,3,B040366-01
Delft University of Technology,Netherlands,High-performance Data Networking,CESE4045,Computer Science Track Course,COMPS&N,3,B040521-02
Ecole Polytechnique Federale de Lausanne,Switzerland,A network tour of data science,EE558,Computer Science Track Course,COMPS&D,3,B033261-01
Ecole Polytechnique Federale de Lausanne,Switzerland,Advanced Cryptography,COM-501,Computer Science Track Course,COMPS&N,3,B037245-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Artificial neural networks,CS456,Machine Learning,COMP4211,3,B015523-04
Ecole Polytechnique Federale de Lausanne,Switzerland,Computational Photography,CS413,Computer Science Track Course,COMPG&M,3,B034263-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Computer security,COM301,Principles of Cybersecurity,COMP3632,3,B034678-01
Ecole Polytechnique Federale de Lausanne,Switzerland,Deep Learning,EE559,Computer Science Track Course,COMPA&T,3,B034264-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Experience design,CS489,Computer Science Track Course,COMPG&M,3,B033266-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Foundation of probabilistic proofs,CS-602,Computer Science Track Course,COMPA&T,3,B038308-03
Ecole Polytechnique Federale de Lausanne,Switzerland,Graph Theory,MATH360,Computer Science Track Course,COMPA&T,3,B032234-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Interaction Design,CS486,Human-Computer Interaction,COMP4461,3,B039224-01
Ecole Polytechnique Federale de Lausanne,Switzerland,Introduction to Computer Graphics,CS341,Computer Graphics,COMP4411,3,B007724-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Introduction to Database Systems,CS322,Database Management Systems,COMP3311,3,B007725-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Introduction to Machine Learning,CS233,Machine Learning,COMP4211,3,B034262-03
Ecole Polytechnique Federale de Lausanne,Switzerland,Introduction to Natural Language Processing,CS-431,Introduction to Natural Language Processing,COMP4221,3,B039394-01
Ecole Polytechnique Federale de Lausanne,Switzerland,Learning theory,CS-526,Computer Science Track Course,COMPA&T,3,B038310-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Machine Learning for Behavioral Data,CS-421,Computer Science Track Course,COMPA&T,3,B038210-01
Ecole Polytechnique Federale de Lausanne,Switzerland,Modern Natural Language Processing,CS552,Computer Science Track Course,COMPA&T,3,B040397-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Networks out of Control,COM-512,4000-level Course in Computer Science and Engineering,COMP4000LEVEL,3,B039116-01
Ecole Polytechnique Federale de Lausanne,Switzerland,Optimization for Machine Learning,CS439,Computer Science Track Course,COMPA&T,3,B015543-06
Ecole Polytechnique Federale de Lausanne,Switzerland,Parallel and high performance computing,MATH-454,Parallel Programming,COMP5112,3,B015538-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Parallelism and Concurrency,CS206,Computer Science Track Course,COMPS&D,3,B011557-02
Ecole Polytechnique Federale de Lausanne,Switzerland,Software Security,CS412,Computer Science Track Course,COMPS&N,3,B034265-02
Ecole Polytechnique Federale de Lausanne,Switzerland,TCP/IP networking,COM407,Computer Networks,COMP5621,3,B033264-01
Ecole Polytechnique Federale de Lausanne,Switzerland,Theory of Computation,CS251,Theory of Computation,COMP3721,3,B007726-03
Ecole Polytechnique Federale de Lausanne,Switzerland,Virtual Reality,CS444,Computer Science Track Course,COMPG&M,3,B040871-02
Ecole Polytechnique Federale de Lausanne through the Global Virtual Exchange Program,Switzerland,Biological Modeling of Neural Networks,BIO-465,Computer Science Track Course,COMPA&T,4,B035825-03
Ecole Polytechnique Federale de Lausanne through the Global Virtual Exchange Program,Switzerland,Biological Modeling of Neural Networks,BIO-465,4000-level Course in Computer Science and Engineering,COMP4000LEVEL,4,B035825-04
Fudan University,China,Distributed Ledger (Blockchain) Technology 分布式账本（区块链）技术,COMP110044,Computer Science Track Course,COMPS&N,3,B038234-02
Fudan University,China,Introduction to AI - Probabilistic Reasoning and Decision Making (2 credits),#,Computer Science Track Course,COMPA&T,2,B034993-02
Fudan University,China,Introduction to Artificial Intelligence 人工智能导论,INFO130358,Fundamentals of Artificial Intelligence,COMP3211,3,B038149-01
Fudan University through virtual study,China,Introduction to AI - Probabilistic Reasoning and Decision Making (3 credits),#,Computer Science Track Course,COMPA&T,3,B037477-02
Fudan University through virtual study,China,Introduction to Artificial Intelligence-Probabilistic Reasoning and Decision Making (2 credits),ECON170026,Computer Science Track Course,COMPA&T,2,B036624-01
Fudan University through virtual study,China,Introduction to Python (3 credits),ECON2170031,Introduction to Computer Science,COMP1021,3,B040181-01
Hamburg University of Applied Sciences,Germany,Artificial Intelligence & Software Agents,#,Computer Science Track Course,COMPA&T,3,B039876-01
Hamburg University of Applied Sciences,Germany,Databases,#,Database Management Systems,COMP3311,3,B003980-02
Hamburg University of Applied Sciences,Germany,Operating Systems,#,Operating Systems,COMP3511,3,B004045-02
Hanyang University,"Korea, Republic of",AI and Finance,ISS1142,COMP 2000 LEVEL Course,COMP2000LEVEL,0,B035873-01
Hanyang University through virtual study,"Korea, Republic of",AI and Finance,ISS1142,2000-level Course in Computer Science and Engineering,COMP2000LEVEL,3,B035955-01
Harvard University,United States,Programming Languages,COMPSCI152,Principles of Programming Languages,COMP3031,3,B038817-01
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Computer Networking,SEHH2238,Computer Communication Networks I,COMP4621,3,B035175-01
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Computer Networking,CCN2238,Computer Communication Networks I,COMP4621,3,B002222-03
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Computer Organisation,SEHH2264,Computer Organization,COMP2611,4,B035183-01
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Computer Organization,CCN2264,Computer Organization,COMP2611,4,B002215-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Computer Programming,SEHH2042,Introduction to Computer Science,COMP1021,3,B035246-03
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Computer System Principles,SEHH3133,Computer Science Track Course,COMPS&N,3,B036323-01
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Computer Systems Principles,CCN3133,Computer Science Track Course,COMPS&N,3,B020013-05
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Data Management with SAS Programming,SEHH2310,Computer Science Track Course,COMPS&D,3,B035316-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Data Structures,CCN2239,Computer Science Track Course,COMPA&T,3,B002218-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Data Structures,SEHH2239,Computer Science Track Course,COMPA&T,3,B035144-01
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Database Systems,CCN2240,Database Management Systems,COMP3311,3,B002216-03
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Database Systems,SEHH2240,Database Management Systems,COMP3311,3,B035266-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Discrete Structures,SEHH2241,Computer Science Track Course,COMPA&T,3,B035146-01
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Discrete Structures,CCN2241,Computer Science Track Course,COMPA&T,3,B002219-03
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Engineering Graphics and Computing,SEHH2269,Computer Science Track Course,COMPG&M,3,B035334-01
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Engineering Graphics and Computing,CCN2269,Computer Science Track Course,COMPG&M,3,B020019-04
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Introduction to Big Data Analytics,SEHH3163,Cloud Computing and Big Data Systems,COMP4651,3,B035318-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Introduction to Data Mining,SEHH3164,Data Mining,COMP4331,3,B035331-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Introduction to Human-Computer Interaction Methods,SEHH2271,Human-Computer Interaction,COMP4461,3,B035174-01
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Introduction to Human-Computer Interaction Methods,CCN2271,Human-Computer Interaction,COMP4461,3,B002229-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Logic Design,SEHH2272,Computer Science Track Course,COMPS&N,3,B035147-01
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Logic Design,CCN2272,Computer Science Track Course,COMPS&N,3,B002223-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Mobile Apps Development,SEHH3165,Mobile Application Development,COMP4521,3,B035173-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Object Oriented Programming,SEHH2242,Introduction to Computing with Java,COMP1022P,3,B035609-01
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Operating Systems,SEHH2273,Computer Science Track Course,COMPS&N,3,B035182-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Software Engineering,SEHH3143,Computer Science Track Course,COMPS&D,3,B036355-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Survey Design and Analysis,SEHH2277,Computer Science Track Course,COMPS&D,3,B036501-02
"Hong Kong Community College, The Hong Kong Polytechnic University","Hong Kong SAR, China",Visual Interface and Interaction Design and Development,SEHH2279,Human-Computer Interaction,COMP4461,3,B036441-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Advanced Network Routing and Switching,ITP4937,Computer Science Track Course,COMPS&N,3,B036785-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Artificial Intelligence and Machine Learning,ITP4514,Fundamentals of Artificial Intelligence,COMP3211,3,B039111-01
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Artificial Intelligence Technologies,ITP4221,Fundamentals of Artificial Intelligence,COMP3211,3,B039216-01
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China","Artificial Intelligence, Big Data and Cyber Security",EEE4460,Computer Science Track Course,COMPA&T,3,B036319-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Augmented And Virtual Reality Engineering,EEE3454,Computer Science Track Course,COMPG&M,3,B036797-03
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Computer Programming for Engineering Applications,EEE3801,Introduction to Computing with Java,COMP1022P,3,B035547-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Connecting WAN,ITP4938,Computer Science Track Course,COMPS&N,3,B036783-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Contemporary Topics in Software Engineering,ITP4507,Computer Science Track Course,COMPS&D,3,B030625-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Data Science and Machine Learning,ITP4867,Machine Learning,COMP4211,3,B035561-01
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Data Structures & Algorithms: Concepts & Implementation,ITP4510,Computer Science Track Course,COMPA&T,3,B037472-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Data Visualization,ITP4864,Data Visualization,COMP4462,3,B035563-01
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Data Warehousing and Data Mining,ITP4868,Data Mining,COMP4331,3,B035562-01
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Database Principles,ITP4903,Database Management Systems,COMP3311,3,B002283-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Discrete Mathematics and Statistics,ITP3902,Computer Science Track Course,COMPA&T,3,B033020-01
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Electronic Technologies of Internet-of-Things,EEE4016,Computer Science Track Course,COMPS&N,3,B036157-03
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Embedded Systems,EEE3456,Introduction to Computer Science,COMP1021,3,B037045-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Enterprise Systems Development,ITP4511,Computer Science Track Course,COMPS&D,3,B030624-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Human Computer Interaction & GUI Programming,ITP4506,Human-Computer Interaction,COMP4461,3,B030626-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Information Technology Essentials - Applied Science,ITE3004,1000-level Course in Computer Science and Engineering,COMP1000LEVEL,3,B002914-04
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Internet-of-Things Technology and Applications,EEE4459,Computer Science Track Course,COMPS&N,3,B039105-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Introduction to Networks,ITE3113,Computer Communication Networks I,COMP4621,3,B036784-01
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Introduction to Programming,ITE3101,Introduction to Computing with Java,COMP1022P,3,B002272-03
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",IP Routing Implementation,ITP4939,Computer Science Track Course,COMPS&N,3,B036786-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Mobile Platforms and Devices,EIE4225,Mobile Application Development,COMP4521,3,B033233-01
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Mobile Platforms and Devices,EEE4209,Mobile Application Development,COMP4521,3,B036151-01
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Network Fundamentals,ITE3102,Computer Communication Networks I,COMP4621,3,B002273-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Network Security (eqv code: ITP4304),ITP4314,Computer and Communication Security,COMP4631,3,B002277-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Object Oriented Programming,ITP4905,Introduction to Computing with Java,COMP1022P,3,B002284-03
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Object Oriented Technology,ITP4909,Computer Science Track Course,COMPS&D,3,B037471-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Object-oriented and Mobile Device Programming,EEE3457,Mobile Application Development,COMP4521,3,B036314-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Operating Systems Fundamentals,ITP3901,Computer Science Track Course,COMPS&N,3,B033021-01
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Programming,ITP3914,Introduction to Computer Science,COMP1021,3,B030629-04
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Programming Technique Fundamentals,EEE3111,Introduction to Computer Science,COMP1021,3,B030734-03
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Programming Techniques for Mobile Systems,ITP4501,Mobile Application Development,COMP4521,3,B030627-02
Hong Kong Institute of Vocational Education,"Hong Kong SAR, China",Web Application Development Frameworks,ITP4922,Computer Science Track Course,COMPS&D,3,B030699-02
Institut Supérieur d'Électronique de Paris,France,Advanced Web Technologies,II3506,Internet Computing,COMP4021,3,B006105-04
Institut Supérieur d'Électronique de Paris,France,Computer Microsystems,IE2410,Operating Systems,COMP3511,3,B033585-02
Institut Supérieur d'Électronique de Paris,France,Data Analysis,II2313/II2413,Computer Science Track Course,COMPA&T,3,B034388-04
Institut Supérieur d'Électronique de Paris,France,Databases and Big Data,II2314/II2414,Database Management Systems,COMP3311,3,B034387-01
Institut Supérieur d'Électronique de Paris,France,Introduction to Artificial Intelligence,ID2401,Fundamentals of Artificial Intelligence,COMP3211,3,B034390-01
Institut Supérieur d'Électronique de Paris,France,Machine Learning,IG3510,Machine Learning,COMP4211,3,B034542-01
Institut Supérieur d'Électronique de Paris,France,Mobile Development / Services for mobility,II3510,Mobile Application Development,COMP4521,3,B006102-04
Katholieke Universiteit Leuven,Belgium,Information Retrieval and Search Engines,B-KUL-H02C8B,Computer Science Track Course,COMPS&D,3,B040310-02
Korea Advanced Institute of Science and Technology,"Korea, Republic of",Introduction to Computer Networks,CS341,Computer Communication Networks I,COMP4621,3,B038718-01
Korea Advanced Institute of Science and Technology,"Korea, Republic of",Introduction to Information Security,CS348,Principles of Cybersecurity,COMP3632,3,B038716-01
Korea Advanced Institute of Science and Technology,"Korea, Republic of",Operating Systems and Lab,CS330,Operating Systems,COMP3511,3,B037355-01
Korea University,"Korea, Republic of",Algorithms,COSE214,Design and Analysis of Algorithms,COMP3711,3,B040588-01
Korea University,"Korea, Republic of",Artificial Intelligence,COSE361,Fundamentals of Artificial Intelligence,COMP3211,3,B037409-02
Korea University,"Korea, Republic of",Computer Architecture,COSE222,Computer Organization,COMP2611,4,B033155-01
Korea University,"Korea, Republic of",Databases,COSE371,Database Management Systems,COMP3311,3,B033287-01
Korea University,"Korea, Republic of",Discrete Mathematics,COSE211,Discrete Mathematical Tools for Computer Science,COMP2711,4,B034381-01
Korea University,"Korea, Republic of",Machine Learning,COSE362,Machine Learning,COMP4211,3,B035004-01
Korea University,"Korea, Republic of",Software Engineering,COSE352,Software Engineering,COMP3111,4,B033156-01
Korea University,"Korea, Republic of",Theory of Computation,COSE215,Theory of Computation,COMP3721,3,B037590-01
Lancaster University,United Kingdom,Databases,SCC201,Database Management Systems,COMP3311,3,B037115-01
Linnaeus University,Sweden,Discrete Mathematics,1MA462,Discrete Mathematical Tools for Computer Science,COMP2711,4,B008417-02
Lund University,Sweden,Artificial Intelligence,EDAP01,Fundamentals of Artificial Intelligence,COMP3211,3,B036381-01
Lund University,Sweden,Computer Vision,FMAN95,Computer Science Track Course,COMPG&M,3,B036379-02
Lund University,Sweden,Informatics: Advanced Database Systems,INFC20,Database Management Systems,COMP3311,3,B013026-03
Lund University,Sweden,Machine Learning,FMAN45,Machine Learning,COMP4211,3,B036380-01
Metropolia University of Applied Sciences,Finland,Basics of Virtualization and Cloud Computing,TX00DH60,Computer Science Track Course,COMPS&D,3,B032970-02
Metropolia University of Applied Sciences,Finland,Cybersecurity Operations,TX00DP60,Practicing Cybersecurity: Attacks and Counter-measures,COMP4632,3,B032966-01
Metropolia University of Applied Sciences,Finland,Database Solutions,TX00CR58-3011,Computer Science Track Course,COMPS&D,3,B038864-01
Metropolia University of Applied Sciences,Finland,Full Stack Web Development,TX00EY87-3001,Computer Science Track Course,COMPS&D,3,B038865-01
Metropolia University of Applied Sciences,Finland,Game Design,TX00CD87,Game Programming,COMP4451,3,B040362-01
Metropolia University of Applied Sciences,Finland,Internet of Things,TX00CI63,Computer Science Track Course,COMPS&N,3,B030195-03
Metropolia University of Applied Sciences,Finland,IoT Connecting Things,TX00DT16,IoT and Smart Sensing,COMP4531,3,B040377-01
Metropolia University of Applied Sciences,Finland,Mathematics and Methods in Machine Learning and Neural Networks,TX00DV61-3003,Computer Science Track Course,COMPA&T,3,B038863-01
Metropolia University of Applied Sciences,Finland,Neural Networks for Machine Learning Applications,TX00EW91-3001,Computer Science Track Course,COMPA&T,3,B038862-01
Metropolia University of Applied Sciences,Finland,Sensor Based Mobile Applications,TX00CK66-3011,Mobile Application Development,COMP4521,3,B040552-01
Michigan State University,United States,Web Application Development,CSE477,Internet Computing,COMP4021,3,B034841-01
Missouri University of Science and Technology,United States,Introduction to C++ Programming,COMPSCI1570,Programming with C++,COMP2011,4,B038851-01
Nanyang Technological University,Singapore,Algorithms for the Real World,MH3400,Design and Analysis of Algorithms,COMP3711,3,B035365-01
Nanyang Technological University,Singapore,Artificial Intelligence,CZ3005,Fundamentals of Artificial Intelligence,COMP3211,3,B010462-02
Nanyang Technological University,Singapore,Artificial Intelligence and Data Mining,EE4483,Computer Science Track Course,COMPA&T,3,B033337-01
Nanyang Technological University,Singapore,Cloud Computing,CE4052,Computer Science Track Course,COMPS&N,3,B040695-02
Nanyang Technological University,Singapore,Cyber Security,EE8084/EE8096,Principles of Cybersecurity,COMP3632,3,B014328-02
Nanyang Technological University,Singapore,Cyber Security,EE5084,Principles of Cybersecurity,COMP3632,3,B039277-01
Nanyang Technological University,Singapore,Data Mining,CS2405,Data Mining,COMP4331,3,B038823-01
Nanyang Technological University,Singapore,Machine Learning,CE4041,Machine Learning,COMP4211,3,B012388-04
National Taiwan University,Taiwan,Advanced Artificial Intelligence (高等人工智慧),CSIE7007,Fundamentals of Artificial Intelligence,COMP3211,3,B035957-02
National Taiwan University,Taiwan,Advanced Interactive Technologies,CSIE7645,Computer Science Track Course,COMPG&M,3,B035101-02
National Taiwan University,Taiwan,Algorithms,EE4033,Design and Analysis of Algorithms,COMP3711,3,B036139-01
National Taiwan University,Taiwan,Augmented Reality Special Project,CSIE5011,Computer Science Track Course,COMPG&M,3,B035641-01
National Taiwan University,Taiwan,Computer Architecture,CSIE3340,Computer Organization,COMP2611,4,B036141-01
National Taiwan University,Taiwan,Computer Programming,LIS2009,Introduction to Computing with Java,COMP1022P,3,B035932-01
National Taiwan University,Taiwan,Computer Science and Information Technology (1) 前瞻資訊科技一,CSIE3015,3000-level Course in Computer Science and Engineering,COMP3000LEVEL,3,B036093-01
National Taiwan University,Taiwan,Computer System Laboratory,CSIE3311,Computer Science Track Course,COMPG&M,2,B036144-02
National Taiwan University,Taiwan,Cryptography and Network Security,CSIE7190,Computer and Communication Security,COMP4631,3,B034742-01
National Taiwan University,Taiwan,Data Structures and Algorithms,CSIE1212,Programming with C++,COMP2011,4,B035803-02
National Taiwan University,Taiwan,Database Management System – from SQL to NoSQL,EE5178,Database Management Systems,COMP3311,3,B036138-01
National Taiwan University,Taiwan,Game Programming,CSIE5121,Game Programming,COMP4451,3,B035740-01
National Taiwan University,Taiwan,Introduction to Digital Speech Processing 數位語音處理概論,EE4037,Computer Science Track Course,COMPA&T,3,B036134-02
National Taiwan University,Taiwan,Machine Learning,EE5184,Machine Learning,COMP4211,3,B036140-01
National Taiwan University,Taiwan,Machine Learning Foundations,CSIE5432,Machine Learning,COMP4211,3,B036132-01
National Taiwan University,Taiwan,Operating Systems,CSIE3310,Operating Systems,COMP3511,3,B008658-02
National Taiwan University,Taiwan,Operating Systems 作業系統,EE5173,Operating Systems,COMP3511,3,B040158-01
National Taiwan University,Taiwan,Practicum of Attacking and Defense of Network Security 網路攻防實習,EE5188,Practicing Cybersecurity: Attacks and Counter-measures,COMP4632,3,B034337-01
National Taiwan University,Taiwan,Programming Design,IM1003,Programming with C++,COMP2011,4,B035771-01
National Taiwan University,Taiwan,Software Engineering Design,CSIE5734,Software Engineering,COMP3111,4,B036370-01
National Taiwan University through virtual study,Taiwan,Algorithms,EE4033,Design and Analysis of Algorithms,COMP3711,3,B038712-01
National Taiwan University through virtual study,Taiwan,Computer Architecture,CSIE3340,Computer Organization,COMP2611,4,B038047-01
National Taiwan University through virtual study,Taiwan,Machine Learning,EE5184,Machine Learning,COMP4211,3,B038048-01
National Taiwan University through virtual study,Taiwan,Operating Systems,CSIE3310,Operating Systems,COMP3511,3,B039182-01
National Tsing Hua University,Taiwan,Programming Design,PME3001,Introduction to Computer Science,COMP1021,3,B033515-01
National Tsing Hua University through virtual study,Taiwan,Analysis and Synthesis of Digital Audio Signals,#,Computer Science Track Course,COMPG&M,0,B035916-02
National Tsing Hua University through virtual study,Taiwan,Introduction to Data Structure,#,Computer Science Track Course,COMPA&T,0,B035918-02
National University of Singapore,Singapore,3D Computer Vision,CS4277,Computer Science Track Course,COMPA&T,3,B035505-02
National University of Singapore,Singapore,AI Planning and Decision Making,CS4246,Computer Science Track Course,COMPA&T,3,B005597-04
National University of Singapore,Singapore,Computer Graphics,CS3241,Computer Graphics,COMP4411,3,B002980-03
National University of Singapore,Singapore,Computer Organisation,CS2100,Computer Organization,COMP2611,4,B003587-02
National University of Singapore,Singapore,Computer Vision and Pattern Recognition,CS4243,Computer Science Track Course,COMPG&M,3,B039543-03
National University of Singapore,Singapore,Database Technology and Management,IT2002,Database Management Systems,COMP3311,3,B000868-03
National University of Singapore,Singapore,Design and Analysis of Algorithms,CS3230,Design and Analysis of Algorithms,COMP3711,3,B002131-02
National University of Singapore,Singapore,Feature Engineering for Machine Learning,BT3017,Computer Science Track Course,COMPA&T,3,B037951-01
National University of Singapore,Singapore,Interaction Design,CS3240,Human-Computer Interaction,COMP4461,3,B032552-02
National University of Singapore,Singapore,Introduction to Information Security,CS2107,Principles of Cybersecurity,COMP3632,3,B003588-02
National University of Singapore,Singapore,Introduction to Information Theory,CS3236,3000-level Course in Computer Science and Engineering,COMP3000LEVEL,3,B040732-01
National University of Singapore,Singapore,Introduction to Machine Learning and Applications,IT3011,Machine Learning,COMP4211,3,B035324-01
National University of Singapore,Singapore,Introduction to Media Computing,CS2108,Computer Science Track Course,COMPG&M,3,B037998-02
National University of Singapore,Singapore,Learning from Data,EE4802,Machine Learning with Structured Data,COMP4222,3,B039774-01
National University of Singapore,Singapore,Natural Language Processing,CS4248,Introduction to Natural Language Processing,COMP4221,3,B040872-01
National University of Singapore,Singapore,Parallel and Concurrent Programming,CS3211,Computer Science Track Course,COMPS&D,3,B035688-02
National University of Singapore,Singapore,Programming Language Concepts,CS2104,Principles of Programming Languages,COMP3031,3,B005593-02
National University of Singapore,Singapore,Programming Language Implementation,CS4215,Principles of Programming Languages,COMP3031,3,B002971-03
National University of Singapore,Singapore,Software Engineering And Object-Oriented Programming,CS2113,Software Engineering,COMP3111,4,B037032-01
Newcastle University,United Kingdom,Big Data Analytics,CSC8101,Computer Science Track Course,COMPS&D,3,B037518-02
